Brand,Name,Rating,Price,RAM,ROM,Expandable Storage,Screen Size (inch),Screen Size (cm),Rear Cam,Selfie Cam,Battery,Processor,Image Link
REDMI,11,4.1,"11,408",4,64,,6.58,16.71,50,,5000,""" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase""",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/1/l/u/-original-imagn9kgdazpz7dw.jpeg?q=70
I,Kall,3.8,659,32,64,8,1.8,4.57,0.3,,800,15 Month  Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/j7rxpjk0/mobile/t/f/a/i-kall-k29-combo-of-two-mobile-k29-original-imaex6397ws2je5w.jpeg?q=70
Alcatel,5V,4.2,"3,799",3,32,,6.2,15.75,16,13,4000,Brand Warranty of 18 Months Available for Mobile,https://rukminim1.flixcart.com/image/312/312/k4hcjgw0/mobile/g/x/t/alcatel-5v-5060-original-imafndm9g8mwfnmr.jpeg?q=70
Kechaoda,A20,3.9,999,512,32,,1.8,4.57,0.3,,1000,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/h/f/a20-a20-kechaoda-original-imaghzx9eg2h5jhz.jpeg?q=70
Kechaoda,A20,3.9,999,512,32,,1.8,4.57,0.3,,1000,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/q/6/a20-a20-kechaoda-original-imaghkbrj7te54xq.jpeg?q=70
vivo,Y01,4.2,"7,999",2,32,,6.51,16.54,8,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/w/f/-original-imagjdmzpy5at2kk.jpeg?q=70
Eunity,Hunt,3.5,655,16,16,16,1.77,4.5,0.3,,1000,7 Day Replacement,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/a/f/hunt-hunt-eunity-original-imagmyqmzggpepcz.jpeg?q=70
REDMI,11,4.2,"16,896",6,128,,6.58,16.71,5,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/l/b/-original-imagn9kghqzyzzr2.jpeg?q=70
realme,9,4.4,"17,499",6,128,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/mobile/a/p/r/-original-imagcb64gwkhzdk5.jpeg?q=70
LYF,Earth,3.6,"4,490",3,32,32,5.5,13.97,13,5,3500,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,https://rukminim1.flixcart.com/image/312/312/mobile/n/z/7/lyf-earth-1-ls-5501-original-imaemn4vqafxer4h.jpeg?q=70
SAMSUNG,Galaxy,4.1,"29,648",8,128,,6.5,16.51,12,,4500,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jzgfdejgc.jpeg?q=70
Infinix,Smart,4.3,"7,199",2,32,256,6.52,16.56,8,8,5000,MediaTek Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/krtjgcw0/mobile/s/8/9/smart-5a-x657c-infinix-original-imag5gnzeygmt9fh.jpeg?q=70
OnePlus,10R,4.3,"32,349",8,128,,6.7,17.02,50,,5000,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/q/v/-original-imageyq5akea25we.jpeg?q=70
SAMSUNG,Galaxy,3.9,"18,999",6,128,1,6.6,16.76,50,13,5000,SEC S5E8535 (Exynos 1330) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=70
Tecno,Camon,4.2,"13,998",6,128,512,6.8,17.27,64,16,5000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/w/t/camon-19-ci6-tecno-original-imagh4qszhnqsqn2.jpeg?q=70
Nokia,105DS,4,"1,535",32,32,,1.77,4.5,0,,800,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/d/9/105ds-plus-ta-1456-ds-nokia-original-imaghg75yhe97k4v.jpeg?q=70
REDMI,Note,4.2,"11,990",4,64,,6.43,16.33,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/u/k/-original-imagbh8dmpjfzrjw.jpeg?q=70
OPPO,F19,4.3,"14,990",6,128,256,6.43,16.33,48,16,5000,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/kn4xhu80/mobile/r/5/5/f19-cph2219-oppo-original-imagfvj5usebqhh4.jpeg?q=70
SAMSUNG,Galaxy,4,"20,999",8,128,1,6.6,16.76,50,13,5000,SEC S5E8535 (Exynos 1330) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=70
Nokia,110,4,"1,705",4,32,,1.77,4.5,1,,800,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/v/a/110-ds-ta-1434-ds-nokia-original-imaggzyv7xxjgqgz.jpeg?q=70
itel,power,4.1,"1,335",4,4,32,1.8,4.57,0.3,,2500,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kingqkw0/mobile/g/t/u/itel-power-100-new-it5607-original-imafye3nmvpqzkcf.jpeg?q=70
Tecno,Camon,4.2,"13,988",6,128,512,6.8,17.27,64,16,5000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/n/4/camon-19-ci6-tecno-original-imagh4qwqgzwscxc.jpeg?q=70
POCO,M4,4.3,"14,999",4,64,1,6.6,16.76,50,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/j/d/g/-original-imagcafg6hbeeqwf.jpeg?q=70
Nokia,110,3.9,"3,299",128,48,,1.8,4.57,0.8,,1020,Brand Warranty of 1 Year Available for Mobile,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/7/e/2/110-4g-ta-1373-ds-nokia-original-imag6vwzcfkhcyht.jpeg?q=70
LAVA,YUVA,4.2,"9,479",4,64,,6.5,16.51,13,,5000,1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/w/i/yuva-2-pro-yuva-2-pro-lava-original-imagn6muj3jqgnyg.jpeg?q=70
LAVA,Z21,3.4,"5,999",2,32,256,5,12.7,5,2,3100,Octa Core Processor Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/1/i/-original-imaghtuqbgzsbhu6.jpeg?q=70
Infinix,Note,4.2,"13,999",8,128,512,6.7,17.02,50,16,5000,Mediatek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/l3929ow0/mobile/w/g/u/-original-imageezmwaupfdtf.jpeg?q=70
SAMSUNG,Galaxy,4.2,"13,974",6,128,,6.6,16.76,50,,6000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/0/o/-original-imagghc2rfwf6q9j.jpeg?q=70
OnePlus,11R,4.6,"39,990",8,128,,6.7,17.02,50,,5000,Domestic warranty of 12 months on phone & 6 months on accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/6/x/a/11r-5g-5011102525-oneplus-original-imagn3afeqfr6acy.jpeg?q=70
MarQ,by,4,"1,599",32,32,32,2.4,6.1,0.3,,3000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/u/i/0/-original-imagb8zzpkhhqz2r.jpeg?q=70
APPLE,iPhone,4.6,"70,999",128,,,6.1,15.49,12,12,A15,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/k/o/-original-imaghx9qtwbnhwvy.jpeg?q=70
Snexian,GURU,3.3,699,32,32,,1.8,4.57,1.3,,850,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/a/f/guru-310-guru-310-snexian-original-imaghnhhbvbtgbjm.jpeg?q=70
SAMSUNG,Galaxy,4.3,"21,999",6,128,1,6.6,16.76,50,8,5000,Qualcomm Snapdragon 695 (SM6375) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/d/r/-original-imagmym54wrhzgpn.jpeg?q=70
vivo,V27,4.4,"42,999",12,256,,6.78,17.22,50,50,4600,Mediatek Dimensity 8200 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/x/s/-original-imagna3eswgyntzw.jpeg?q=70
Infinix,Smart,4.3,"7,199",2,32,256,6.52,16.56,8,8,5000,MediaTek Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/krtjgcw0/mobile/v/k/3/smart-5a-x657c-infinix-original-imag5gnz8pz7nmkk.jpeg?q=70
KARBONN,K9,3.9,"1,297",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/kyq62kw0/mobile/w/f/n/k9-yuva-k9-yuva-karbonn-original-imagaw29sgwkbgw8.jpeg?q=70
KARBONN,K9,3.9,"1,294",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/mobile/f/y/c/k9-yuva-k9-yuva-karbonn-original-imag7fgz5ctgrhqh.jpeg?q=70
vivo,Y01,4.2,"7,999",2,32,,6.51,16.54,8,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/9/x/-original-imagjdmzwqbzvjkb.jpeg?q=70
Energizer,M1,3.7,749,32,32,,1.77,4.5,0.08,,600,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,https://rukminim1.flixcart.com/image/312/312/kjswia80/mobile/w/g/z/energizer-m1-upenm1bin1-original-imafzageeghzn3yd.jpeg?q=70
Infinix,Smart,4.3,"7,199",2,32,256,6.52,16.56,8,8,5000,MediaTek Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/krtjgcw0/mobile/g/g/m/smart-5a-x657c-infinix-original-imag5gnzyyzq668p.jpeg?q=70
vivo,Y100,4.4,"24,999",8,128,,6.38,16.21,64,16,4500,Mediatek Dimensity 900 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/a/d/-original-imagmvgczczy8s9e.jpeg?q=70
Nokia,225,3.7,"3,999",64,128,32,2.4,6.1,0.3,,1150,Unisoc Processor,https://rukminim1.flixcart.com/image/312/312/kgfg2vk0/mobile/q/7/r/nokia-225-4g-12qeng21a01-original-imafwz62cmh3xsm6.jpeg?q=70
Nokia,5310ds,4.1,,8,16,32,2.4,6.1,0.3,,1200,MT6260A Processor,https://rukminim1.flixcart.com/image/312/312/ked56kw0/mobile/j/y/9/nokia-5310-12pisx21a01-original-imafv2dvfhnnhzy3.jpeg?q=70
SAMSUNG,Galaxy,4.1,"16,499",4,64,1,6.6,16.76,50,13,5000,SEC S5E8535 (Exynos 1330) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=70
Good,One,3.8,999,32,32,32,1.8,4.57,2,,2500,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/kxw5tow0/mobile/s/a/c/g5605-g5605-good-one-original-imaga8rpj3agwejk.jpeg?q=70
IQOO,Neo,4.4,"29,499",8,128,,6.62,16.81,64,16,4700,1 Year,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/5/c/q/neo-6-5g-i2202-iqoo-original-imagg59gzac7ypwh.jpeg?q=70
IQOO,Neo,4.4,"29,483",8,128,,6.62,16.81,64,16,4700,1 Year,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mobile/l/z/s/neo-6-5g-i2202-iqoo-original-imagg59j6pwjzgnf.jpeg?q=70
Kechaoda,K33,4,"1,180",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/k5txifk0/mobile/n/g/a/kechaoda-k33-k33-original-imafzf3pphhpaqft.jpeg?q=70
KARBONN,K9,3.9,"1,299",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktszgy80/mobile/e/0/m/k9-yuva-k9-yuva-karbonn-original-imag72ughnmqdzma.jpeg?q=70
MarQ,by,4,"1,599",32,32,32,2.4,6.1,0.3,,3000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/u/r/0/-original-imagb8zzqkczgrux.jpeg?q=70
MarQ,by,4,"1,599",32,32,32,2.4,6.1,0.3,,3000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/u/i/0/-original-imagb8zzpkhhqz2r.jpeg?q=70
Motorola,a50,4.1,"1,629",4,4,32,1.8,4.57,1750,,2,,https://rukminim1.flixcart.com/image/312/312/kw9krrk0/mobile/j/3/w/-original-imag8zgfh9ykggsp.jpeg?q=70
Motorola,a50,4.1,"1,605",4,4,32,1.8,4.57,1750,,2,,https://rukminim1.flixcart.com/image/312/312/kw9krrk0/mobile/b/a/v/-original-imag8zgfjjyqdtn2.jpeg?q=70
SAMSUNG,Galaxy,4.1,"16,499",4,64,1,6.6,16.76,50,13,5000,SEC S5E8535 (Exynos 1330) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=70
KARBONN,K9,3.9,"1,270",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktszgy80/mobile/1/x/w/k9-yuva-k9-yuva-karbonn-original-imag72uf3tchyzz6.jpeg?q=70
POCO,X4,4.2,"21,999",8,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/q/f/w/-original-imagcv2dgezfbfet.jpeg?q=70
vivo,Z1x,4.5,"15,990",4,128,,6.386,16.22,48,,4500,Brand Warranty of 1 Year Available for Mobile and 6 Months for In-box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/f/c/z1x-vivo-1917-vivo-original-imagmvc8hmrk72sx.jpeg?q=70
Nokia,2660,4.2,"4,699",0.046875,0.125,,2.8,7.11,0.3,,1450,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including battery from the date of purchase,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/z/f/-original-imaghgxkzuxks97g.jpeg?q=70
SAMSUNG,Galaxy,4.4,"40,999",8,256,1,6.4,16.26,50,32,5000,"Exynos 1380, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/h/6/-original-imagnrhk2jpnnajr.jpeg?q=70
SAMSUNG,Galaxy,4.4,"40,999",8,256,1,6.4,16.26,50,32,5000,"Exynos 1380, Octa Core Processor",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/o/w/q/-original-imagnrhkjwg8ngzh.jpeg?q=70
REDMI,Note,4.2,"16,999",8,128,,6.43,16.33,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/i/b/-original-imaghtc8zpgsrzg6.jpeg?q=70
VIVO,Y565G,4.3,"19,979",8,128,1,6.58,16.71,50,16,5000,MTK Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/s/d/y565g-v2225-vivo-original-imagnf97js5mtdt4.jpeg?q=70
IQOO,Z6,4.3,"16,990",6,128,,6.44,16.36,50,,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/z/e/-original-imagg5y8setuqya3.jpeg?q=70
APPLE,iPhone,4.6,"71,999",128,,,6.1,15.49,12,12,A15,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/5/l/-original-imaghx9qmgqsk9s4.jpeg?q=70
vivo,V27,4.4,"42,999",12,256,,6.78,17.22,50,50,4600,Mediatek Dimensity 8200 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/f/m/-original-imagna3ezkdusyrz.jpeg?q=70
vivo,V27,4.4,"39,999",8,256,,6.78,17.22,50,50,4600,Mediatek Dimensity 8200 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/x/s/-original-imagna3eswgyntzw.jpeg?q=70
vivo,V27,4.4,"39,999",8,256,,6.78,17.22,50,50,4600,Mediatek Dimensity 8200 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/f/m/-original-imagna3ezkdusyrz.jpeg?q=70
POCO,X4,4.2,"21,999",8,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70
vivo,V27,4.4,"37,999",8,128,,6.78,17.22,50,50,4600,Mediatek Dimensity 8200 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/f/m/-original-imagna3ezkdusyrz.jpeg?q=70
MOTOROLA,e22s,3.8,"8,825",4,64,1,6.5,16.51,16,8,5000,Mediatek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/k/j/h/-original-imagj4khgy2wvnk8.jpeg?q=70
KARBONN,K110i,3.6,970,0,Expandable,8,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/i/k/k110i-na-karbonn-original-imagk8puupcn8rh4.jpeg?q=70
SAMSUNG,Galaxy,4,"20,999",8,128,1,6.6,16.76,50,13,5000,SEC S5E8535 (Exynos 1330) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70
Kechaoda,A27,4,"1,065",32,32,16,0.66,1.68,800,,1,,https://rukminim1.flixcart.com/image/312/312/jskofww0/mobile/d/u/m/kechaoda-a27-a27-original-imafe4c4rsgeu4h6.jpeg?q=70
Micromax,S115,3.8,996,32,32,,1.77,4.5,1000,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/1/f/s115-s115-micromax-original-imagkfzqnuemfy3n.jpeg?q=70
SAMSUNG,Galaxy,4.1,"8,190",3,32,,6.5,16.51,48,5,5000,Unisoc UMS9230 Processor,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/mobile/s/y/1/-original-imagchh82ezdsfca.jpeg?q=70
LAVA,Z66,4,"8,499",3,32,128,6.08,15.44,13,13,3950,Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/kdhphu80/mobile/c/m/n/lava-z66-111lsmflz66mbl-original-imafudvwwgfwe47v.jpeg?q=70
REDMI,Note,4.3,"14,999",6,128,512,6.53,16.59,48,13,5020,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/u/n/j/redmi-note-9-m2003j15si-mi-original-imafy7hyvgz42rsy.jpeg?q=70
Eunity,Hunt,3.5,655,16,16,16,1.77,4.5,0.3,,1000,7 Day Replacement,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/a/f/hunt-hunt-eunity-original-imagmyqmzggpepcz.jpeg?q=70
itel,Ace2,4.1,925,4,4,,1.8,4.57,1000,,12+1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/6/8/ace2-star-ace-2n-itel-original-imaghepgbycah6fb.jpeg?q=70
POCO,X4,4.2,"19,999",6,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/v/c/i/-original-imagcv2dpkd75r6z.jpeg?q=70
IQOO,Z6,4.3,"16,100",6,128,,6.44,16.36,50,16,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/z/e/-original-imagg5y8setuqya3.jpeg?q=70
LAVA,A5,4.1,"1,549",32,24,32,2.4,6.1,0.3,,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/kabe9ow0/mobile/q/k/6/lava-a5-lf5000-a5-original-imafrxyqeaytgcaf.jpeg?q=70
REDMI,Note,4.3,"26,999",8,128,,6.67,16.94,50,16,5000,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/j/o/-original-imaghkvue4yjecju.jpeg?q=70
Snexian,Rock,4,"1,499",32,32,,1.7,4.32,0.3,,800,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/4/t/n/snexian-rock-rock-original-imafhyggx37yy4kf.jpeg?q=70
Kechaoda,A8,3.9,"1,490",32,64,32,3.5,8.89,0.3,,2500,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/l0h1g280/mobile/b/g/4/a8-a8-kechaoda-original-imagc9yxqdgvqcdr.jpeg?q=70
LAVA,A5,4.1,"1,390",32,24,32,2.4,6.1,0.3,,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/x/h/z/lava-a5-lf5000-a5-original-imafmjkaz5fmrbrm.jpeg?q=70
I,Kall,3.6,"1,499",32,64,8,1.8,4.57,0.3,,800,12 Month  Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/j77xjm80/mobile/q/g/3/i-kall-k3310-combo-of-two-mobile-k3310-original-imaexhbwjdxryvff.jpeg?q=70
LAVA,A9,4.1,"1,649",24,32,32,2.8,7.11,1.3,,1700,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/kbpeoi80/mobile/t/f/z/lava-a9-lava-a9-original-imafszsqknrukzps.jpeg?q=70
KARBONN,K9,3.9,"1,269",64,32,KB,1.8,4.57,2,,2502,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktszgy80/mobile/t/x/k/k9-yuva-k9-yuva-karbonn-original-imag72uestfg9gmn.jpeg?q=70
MOTOROLA,g22,3.8,"10,999",4,64,1,6.5,16.51,50,16,5000,Mediatek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/l1qrjbk0/mobile/o/k/c/-original-imagd8pybgzxdk6h.jpeg?q=70
MarQ,by,4,"1,599",32,32,32,2.4,6.1,0.3,,3000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/p/j/g/-original-imagb8zzvf9dqzuc.jpeg?q=70
Cellecor,R3+,4,"1,049",32,32,,1.77,4.5,0.8,,1000,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/m/x/r3-r3-cellecor-original-imagmzxkhxmh8zhg.jpeg?q=70
Nokia,C01,3.8,"5,099",2,16,,5.45,13.84,5,2,3000,Unisoc SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktizdzk0/mobile/p/e/h/c01-plus-ta-1396-ds-nokia-original-imag6updekaksnrp.jpeg?q=70
REDMI,11,4.2,"14,999",6,128,,6.58,16.71,5,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/l/b/-original-imagn9kghqzyzzr2.jpeg?q=70
IQOO,Z6,4.2,"13,968",4,64,,6.68,16.97,50,,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/t/n/z6-lite-5g-i2208-iqoo-original-imagg7zza8ysnwbc.jpeg?q=70
Micromax,X809,3.8,"1,299",32,32,,2.8,7.11,1,,1000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kvsfhjk0/mobile/v/s/o/x809-x809-micromax-original-imag8hzdhsmvfc5a.jpeg?q=70
GFive,U707,3.6,749,32,64,16,1.8,4.57,0.3,,950,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/jyq5oy80/mobile/f/z/k/gfive-u707-u707-original-imafgrt5hfd6mbnt.jpeg?q=70
REDMI,Note,4.2,"17,445",8,128,,6.43,16.33,108,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/c/d/-original-imagbwx4pxvedhdp.jpeg?q=70
SAMSUNG,Galaxy,4.3,"21,999",6,128,1,6.6,16.76,50,8,5000,Qualcomm Snapdragon 695 (SM6375) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/d/r/-original-imagmym54wrhzgpn.jpeg?q=70
Redmi,9A,4.1,"7,195",2,32,,6.53,16.59,13,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/l/n/-original-imag7chjvhxdhhyh.jpeg?q=70
REDMI,Note,4.2,"15,278",6,64,,6.43,16.33,108,,5000,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/e/8/-original-imagbwx4mqamdbzj.jpeg?q=70
Nokia,105,4,"1,391",4,4,,1.77,4.5,1000,,1,,https://rukminim1.flixcart.com/image/312/312/l3hmwsw0/mobile/6/f/e/105-ss-plus-ta-1447ss-nokia-original-imagehjkht6j3jrw.jpeg?q=70
Kechaoda,K33,4,"1,149",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kd7pevk0/mobile/m/u/e/kechaoda-k33-k33-original-imafu657zzzrrkfy.jpeg?q=70
REDMI,Note,4.2,"12,170",4,64,,6.43,16.33,50,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/o/n/p/-original-imagbgaezsnhsmnf.jpeg?q=70
Micromax,IN,4.1,"11,499",4,64,256,6.67,16.94,48,16,5000,MediaTek Helio G85 (MT6769V/CZ) Processor,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/mobile/v/t/1/in-note-1-e7746-micromax-original-imag7cdgz6tqychm.jpeg?q=70
Kechaoda,K28,4.1,"1,399",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/k37mg7k0/mobile/d/y/x/kechaoda-k28-k28-original-imafme4g5dqypjcw.jpeg?q=70
I,Kall,3.5,"1,899",48,128,128,2.4,6.1,0.8,,1800,1 Year warranty for device and 6 Months for box accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/1/8/k88-pro-4g-keypad-mobile-k88-pro-i-kall-original-imagkycvezzghpah.jpeg?q=70
Micromax,S114,3.9,"1,090",32,64,,1.77,4.5,0.08,,1000,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/a/w/s114-s114-micromax-original-imagkhz6hgqqhxgz.jpeg?q=70
MOTOROLA,g82,4.2,"19,999",6,128,1,6.6,16.76,50,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l432ikw0/mobile/5/b/u/-original-imagffsdjdyecs2e.jpeg?q=70
Micromax,J2,3.8,996,32,32,,1.77,4.5,800,,One,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/q/v/j2-j2-micromax-original-imagg9hrv4annmzc.jpeg?q=70
Nokia,TA-1010/105,4.2,"1,395",4,4,,1.77,4.5,800,,Brand,,https://rukminim1.flixcart.com/image/312/312/kolsscw0/mobile/c/n/3/105-ss-nokia-105-ss-nokia-original-imag3yqtcen8vgyy.jpeg?q=70
